nama,id_siswa,kelas,Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Rata-rata,Pendidikan Agama (S2),Pendidikan Pancasila (S2),Bahasa Inggris (S2),Bahasa Mandarin (S2),Matematika (Umum) (S2),Biologi (S2),Fisika (S2),Kimia (S2),Geografi (S2),Sejarah (S2),Sosiologi (S2),Ekonomi (S2),"Pendidikan Jasmani, Olahraga, dan Kesehatan (S2)",Informatika (S2),Seni Musik (S2),Bahasa Indonesia (S2),Rata-rata (S2)
Vito Hidayat,94266,12B,100,100,97.60620028,100,94.91341063,92.60323138,99.19297838,93.72783196,99.58010386,92.93747996,95.10130983,100,95.07458446,93.10826352,100,91.84731149,96.60579411,95,97,90,100,88,92,93,94,97,88,97,97,91,93,93,81,92.88
Anisa Surya,87917,12B,83.68155238,90.02907413,91.83832565,93.24865049,83.41015937,90.1263119,84.81572753,84.11799036,93.16233244,84.39849655,88.53729151,87.92416588,81.79249665,91.97673281,89.947673,77.21481547,87.26386226,83,87,89,88,79,87,83,77,90,80,83,84,72,87,84,73,82.88
Rizky Hartanto,60003,12B,87.22532769,81.97335496,91.32359867,78.61122295,84.05583729,87.64834489,86.10992361,89.65301342,78.2461122,94.09779382,88.46394543,92.6368132,90.20942298,85.78017156,79.41723108,83.02045623,86.15453562,82,79,87,75,83,84,84,87,74,89,84,92,90,79,76,78,82.69
Galang Febriani,74133,12B,100,99.28426669,89.25907788,78.26555635,91.29362911,90.91856334,91.10821472,94.99977379,96.73814068,97.30857552,94.58562348,83.35322427,90.65107912,100,94.22816146,94.19617562,92.88687888,98,99,82,71,90,92,93,88,93,90,90,84,88,96,93,89,89.75
Galih Pradana,98132,12B,89.03631448,89.31578289,75.32332387,86.04126319,87.04942062,93.64636177,87.47724925,79.00632785,89.38933056,83.21976154,81.15495657,83.06808955,89.95140593,93.53269098,89.6535345,90.3990009,86.7040509,87,87,73,86,78,90,82,72,86,82,79,78,87,93,89,86,83.44
Ihsan Saraswati,95343,12B,95.52988545,93.67129497,96.64931226,81.07078175,93.72010085,87.94003392,98.97917195,92.42888256,93.31939953,85.63929972,98.24881353,96.30129969,95.9493985,89.09954483,89.29645986,94.28265636,92.63289598,90,90,91,81,90,91,94,90,89,84,98,95,87,88,83,90,89.44
Sinta Pradana,68131,12B,87.54212305,93.18907992,80.21005209,88.57689232,99.99838243,93.21204424,91.84858343,100,79.33484701,86.93805953,89.00874925,95.30637127,95.39289692,86.68458156,96.00438671,88.99804127,90.76531819,86,94,85,87,98,94,91,100,79,85,94,89,99,89,95,93,91.12
Gita Panjaitan,85143,12B,88.47947755,77.25806593,81.80472143,79.97044285,87.70143128,79.80737334,82.20903678,84.95533641,85.14757184,86.85604246,83.47690331,80.33003485,80.6727857,82.549641,83.66924181,81.68542119,82.91084548,90,80,83,75,88,78,80,84,87,86,86,81,82,82,88,80,83.12
Jaya Anggraini,91808,12B,97.83354311,90.1512567,100,98.64308745,100,97.73832854,89.04553811,95.94529506,96.73787639,100,87.38615828,97.94342359,100,94.43008658,98.11066606,94.60234346,96.16047521,95,93,96,99,98,93,82,90,97,100,85,95,99,92,98,92,94
Eva Kurniawan,62153,12B,95.3315237,96.93728911,95.4259284,100,95.30462898,94.46483833,100,100,89.67182156,95.15554692,100,100,91.52692404,100,100,100,97.11365632,94,95,90,97,89,91,96,97,85,92,97,97,89,96,95,97,93.56
Prasasti Hartanto,33925,12B,93.719699,89.19750651,89.17896094,94.72445291,92.44215445,82.72851925,90.10203244,83.61471722,89.4568293,89.31912408,80.01871999,86.32682849,88.26234167,84.75460559,88.50960626,90.96554543,88.33260272,93,87,88,93,89,87,90,89,88,88,78,85,90,86,90,94,88.44
Eva Kusumawardani,99364,12B,87.90852688,89.18448958,94.97861259,90.42747512,89.06561365,83.2710953,91.41662226,89.71224195,94.48018937,88.29588492,78.9801597,79.56088786,91.73989602,85.21052421,90.24533096,88.63265542,88.31938786,85,86,91,89,82,80,88,87,86,84,76,78,94,85,89,89,85.56
Prasasti Prayogo,82677,12B,90.59512862,90.94752053,87.10237943,91.35043851,88.50685979,89.56804435,89.81108173,90.2958606,96.04019424,90.78037281,96.54783864,99.11860171,95.70405021,94.10166963,93.063488,95.7561205,92.45560308,87,92,85,87,88,86,85,88,98,90,95,100,91,89,91,97,90.56
Oky Fauzi,55507,12B,92.11908764,96.59513318,94.74281298,89.87308165,96.15153835,92.12968398,91.14162391,89.29128815,92.50237819,96.65459703,96.11698398,93.43925294,94.67050215,98.03076791,90.92245249,86.09518393,93.15477303,93,95,95,91,97,92,90,90,91,98,92,96,92,96,92,87,92.94
Tini Mardhiah,94817,12B,99.79837062,90.6438301,89.84103075,84.31173259,96.14913663,85.18545824,89.54142732,96.23390534,96.90232763,90.03420062,92.62195473,88.92974873,90.55073742,94.62379766,90.78448797,92.07164616,91.76398703,97,91,87,85,100,84,89,96,99,91,94,88,91,88,92,90,91.38
Erlangga Ratnasari,16107,12B,92.67646659,100,100,100,100,95.87393562,98.20802758,90.52582816,100,99.25207342,100,93.80919428,100,100,99.69859625,94.94559252,97.81185715,87,92,98,98,94,91,100,91,93,96,100,90,96,100,100,95,95.06
Kiki Yuliana,45693,12B,88.42128186,77.98145624,88.92583036,93.22009956,88.93647564,87.69456609,91.75310444,92.1353881,80.81573605,89.55937867,100,82.44018263,88.6881697,98.82399447,94.63613965,86.54828046,89.41125524,84,74,88,90,85,83,83,91,75,92,96,83,80,98,95,87,86.5
Cakra Wibowo,34112,12B,87.03919068,85.99795538,82.26815476,85.63725324,84.60868311,86.57225847,82.26659787,79.62542278,85.80210991,94.58410487,86.41952841,84.35054488,89.7789428,85.21691571,95.3486784,85.98895123,86.34408078,86,87,79,88,84,89,80,76,86,96,88,82,87,85,96,87,86
Bella Megawati,20751,12B,86.60588918,79.33038195,85.61885013,84.47887124,82.82087324,80.59461505,79.91325303,84.51516718,86.24809941,82.46758988,84.53974351,82.91383047,83.59603398,82.10117895,83.19326676,96.59360614,84.09570313,90,79,81,81,80,80,84,85,93,86,85,83,82,83,85,98,84.69
Yogi Panjaitan,13784,12B,87.90352129,89.57183459,88.53546783,85.03126568,92.81529587,84.88953095,91.62062255,84.67431481,81.5454872,88.17233084,80.82200802,89.02355093,80.37455652,84.75030965,79.18670132,100,86.80729988,82,84,89,84,89,84,90,78,71,83,81,85,79,82,71,96,83
Naila Purnomo,31284,12B,81.56456734,89.88343384,95.55088651,95.01629468,94.09107575,88.24822319,96.58980987,94.40132059,90.89586322,91.03726892,88.3147519,85.28610501,96.02012001,96.3954051,85.41381943,89.06543931,91.11089904,83,94,94,94,97,86,95,95,89,93,87,86,97,100,88,88,91.62
Budi Hermawan,10186,12B,98.25567324,98.8095098,99.29426371,100,95.23670278,94.74105436,100,96.65956561,92.65761255,96.54713961,97.32252564,100,100,100,100,100,98.09525296,96,94,97,97,94,93,98,90,96,89,94,94,98,97,96,100,95.19
Dodi Firdaus,90343,12B,83.97153287,86.41893273,82.46236694,86.35950335,90.83246846,88.08485993,93.9693476,81.70486454,89.91313526,81.1704295,87.88282585,91.11361062,86.33943067,90.16757653,82.61328183,79.09349361,86.38110377,83,82,86,84,91,82,91,81,84,78,88,87,81,93,76,77,84
Zulfa Indrawati,17421,12B,93.90408787,99.83899093,86.13871506,97.22991066,91.3360568,84.44048215,85.46141325,91.19786362,89.09662832,84.55437487,82.64874335,86.88534312,92.0879848,91.086936,88.61274997,92.12837573,89.79054103,95,90,82,95,83,80,86,86,82,85,81,84,89,91,86,91,86.62
Tyo Suryani,90989,12B,95.11801912,91.88851807,89.31134216,94.55824555,85.11863401,88.79328782,88.91244584,83.73311923,87.81851471,79.54308712,99.47877576,85.23081658,97.84845618,90.10830805,92.74220618,87.47388653,89.85485393,97,89,85,93,85,91,85,84,85,75,94,79,93,90,92,81,87.38
Cahya Widiastuti,41938,12B,96.98161483,99.19441457,99.26472844,99.81583332,94.10030282,93.540168,87.97108474,98.55806142,100,100,97.46782954,92.1095675,87.45648565,100,86.96058353,94.23894598,95.47872627,99,99,99,98,96,97,88,98,100,100,96,93,89,98,92,91,95.81
Ihsan Handayani,86513,12B,98.87846586,99.65272431,100,100,87.92318369,100,88.85212213,100,97.22437422,89.21481637,95.92897661,97.1496233,100,100,100,100,97.17651791,97,96,100,96,87,94,85,97,98,80,92,93,91,96,92,90,92.75
Luna Abidin,55721,12B,86.8649347,91.11659594,90.76496171,80.91330867,94.71057402,80.24414724,91.93248938,79.76029095,90.35184008,96.65523053,86.28076285,86.06387792,90.39785613,85.69867386,96.43704965,88.30661738,88.53120069,86,85,91,77,98,77,94,80,86,90,84,81,92,82,93,81,86.06
Qori Novita,32725,12B,85.95195525,84.85137515,82.88806044,84.41402785,85.79943582,85.11460742,84.26192642,98.04700894,82.4023274,88.28596573,90.51540784,90.70334277,87.25976741,86.34928993,89.81054024,88.88541104,87.2212781,86,87,84,85,87,86,84,99,81,90,92,92,89,87,92,84,87.81
Vero Firdaus,65125,12B,93.92601021,87.41141153,92.88118577,89.48805357,91.88500664,95.38692058,97.01448511,100,92.53377249,99.09393256,96.75060451,100,98.10194798,90.17839725,86.60557424,96.77711288,94.25215096,89,86,94,85,93,93,95,97,89,97,96,94,95,92,84,95,92.12
Ulil Setyawan,46283,12B,90.76720246,88.50788872,87.07156893,94.21433494,100,91.36609572,96.360809,92.8981257,86.962547,97.08351417,87.93599723,93.5175906,91.70185537,97.87484462,88.11870249,95.36380699,92.48405525,87,87,85,92,100,92,99,87,82,95,83,89,90,98,89,92,90.44
Gina Sugiarto,77243,12B,95.03454959,96.67801057,81.05753549,100,100,95.3967992,93.61025819,96.75529286,100,89.773112,98.52561453,100,93.56380495,99.63546182,100,100,96.25190245,92,93,80,94,94,88,94,92,98,86,100,98,85,100,96,96,92.88
Jaya Paramita,46240,12B,93.54926003,95.4528232,90.91531425,99.41779735,90.92299081,83.12373288,90.96312541,88.08596828,91.51367087,91.62422063,98.90675693,96.39610456,94.23596836,92.90491387,87.62535088,82.01376474,91.72823519,87,90,91,91,88,80,88,85,82,86,100,90,96,86,80,76,87.25
Vero Wibisono,81065,12B,88.7693396,92.17674556,87.66187013,85.52926793,90.52605037,87.78687854,96.63226051,94.36718126,93.00107983,91.99221012,81.75270247,91.51850806,90.08516933,91.23566319,90.66658698,90.46735249,90.26055415,88,94,91,85,90,90,100,99,92,91,80,92,88,90,92,91,90.81
Rizky Prasetyo,46194,12B,100,92.5723458,97.63496106,90.5983251,96.90648207,97.6498736,94.77540454,100,88.53189397,90.51716945,94.01517458,97.35730842,93.85042176,99.38206934,89.6448248,87.25038171,94.41791476,98,89,94,87,95,91,94,94,85,89,88,88,90,92,89,81,90.25
Galang Lestari,84190,12B,97.08415959,95.15761652,98.2578365,95.40650645,93.84341895,95.16883004,95.68776238,94.0186114,94.52785767,93.52555122,99.8268435,96.51362293,100,96.34704066,92.78923055,100,96.13468052,95,90,90,98,84,87,98,91,88,93,99,90,95,96,87,98,92.44
Utari Rachman,89962,12B,96.17054279,99.05303484,97.06292582,97.21746605,96.78068116,88.59198808,95.94005614,87.47810439,93.23059672,90.47432362,95.88976184,95.77304214,96.50814036,95.53889377,91.0682842,92.79739346,94.34845221,93,95,93,96,94,84,93,82,89,83,92,94,94,98,96,88,91.5
Ihsan Yulianti,73869,12B,97.13835096,97.87565354,86.80245466,84.88173199,88.90192324,97.76240807,98.61079031,87.91281075,94.07291692,100,94.61292754,99.64388658,97.53000301,87.98537662,91.58646304,92.71014255,93.62673999,92,95,84,80,84,95,89,81,96,98,90,92,94,88,97,95,90.62
Kartika Sugianto,10410,12B,95.85404039,99.91501822,97.37679726,80.65236873,88.76917208,84.39646887,96.21019965,96.5358117,96.74949824,90.53873211,98.70409347,98.91468593,89.05762811,88.00318244,95.33271502,100,93.56315076,94,100,97,82,84,80,90,93,93,82,94,100,87,87,92,91,90.38
Maman Handayani,85620,12B,100,98.66349975,92.19649459,100,93.58435663,92.00894277,85.12664379,96.35838894,92.69714121,96.32862985,84.34968947,96.69561132,83.69087213,100,98.45593412,94.4531541,94.03808492,94,94,86,93,90,96,84,96,92,91,82,97,83,98,97,99,92
Luna Hermawan,89958,12B,99.72439426,92.02042364,97.27267253,100,81.43934871,94.67467316,96.7975743,95.92932687,100,91.29128933,93.80499874,87.33144982,100,95.67934424,94.71875052,96.64838154,94.83328923,97,94,96,99,79,96,96,96,100,92,95,87,99,92,95,96,94.31
Bambang Yudhoyono,48118,12B,96.42472858,94.98036646,100,95.51322888,90.91732229,90.43676575,91.27975468,85.73436481,93.44287048,97.16088997,90.17673143,89.20664916,100,86.11113365,82.90445756,87.47903972,91.98551896,96,93,100,91,93,85,92,76,87,95,86,86,97,80,77,85,88.69
Cakra Nugroho,50606,12B,81.46224601,91.09553992,87.3608871,88.06597437,94.92908048,85.70773529,93.03985666,96.72102359,86.88609711,92.84952388,87.95532004,93.78490024,81.30696366,80.93684837,87.20807102,84.71978555,88.37686583,79,86,82,81,96,82,80,95,85,84,82,88,76,82,84,80,83.88
Olivia Hartanto,59294,12B,88.15002289,89.63593552,94.33363609,88.69526554,86.61426188,88.97600155,86.88784203,86.06354092,82.66848436,91.08095901,87.8900399,95.56496213,83.49658797,88.02315066,99.79810454,86.03552085,88.99464474,88,94,97,93,85,91,84,83,82,94,86,96,86,90,100,86,89.69
Wahyu Rachman,35811,12B,94.84987857,89.95332492,89.29040727,100,96.8877423,96.70093902,87.55096366,97.82625177,100,100,99.37421098,90.38511694,97.59816192,99.37046963,87.06032691,90.42614688,94.8296213,89,86,85,100,93,100,85,100,100,98,100,91,97,100,83,84,93.19
Miftah Nainggolan,85613,12B,90.35610825,90.29555053,78.17240648,89.89042894,86.39183864,89.82036642,82.74271503,89.14123913,90.13446552,84.15864697,86.00408438,82.6727135,94.17351639,85.31396195,81.30520002,82.33619208,86.43183964,91,89,73,89,80,87,80,87,85,80,83,77,92,80,81,84,83.62
Naufal Gunawan,59596,12B,92.47721955,95.6100224,85.16423232,100,93.38674301,94.17564641,91.35741883,91.93966138,91.10195085,96.93234639,91.80372361,95.67861764,89.67412893,92.82156919,87.82376482,97.92600771,92.99206581,88,95,78,92,90,83,89,84,89,94,89,94,87,89,90,96,89.19
Gina Saraswati,27131,12B,83.86456973,86.40840872,86.45850388,86.263549,91.64578479,86.45001711,95.00292859,83.94093051,88.88019329,84.15437599,90.13816985,87.9535573,87.25799571,93.97568077,84.76159658,90.96588173,88.00763397,84,85,79,80,91,77,93,77,83,77,88,88,85,92,82,90,84.44
Yuni Prasetyo,30093,12B,86.29892455,90.70715012,84.16584747,86.83113838,89.73300889,99.21696995,90.64774347,98.41706569,91.24534057,88.20830289,97.84050673,92.32881223,86.93011615,92.49658141,88.68075037,80.19855313,90.24667575,77,86,81,88,85,99,81,99,86,86,96,90,84,86,83,80,86.69
Dodi Anggraini,80799,12B,100,100,100,98.50297777,95.14864219,100,100,100,96.1691212,95.56436445,92.81453721,99.07956975,88.65095097,100,99.33143492,99.31761033,97.78620055,95,100,100,94,85,96,94,96,90,88,95,94,90,96,93,98,94
Firman Calvin,58669,12B,91.64662152,98.62038658,95.31546267,87.92010938,88.00960009,86.55712627,93.711912,85.95480073,96.37245606,97.57036188,86.560414,90.02775267,91.03860025,95.37541114,99.00221222,82.52803338,91.6382038,96,93,92,83,84,92,89,86,93,97,82,88,90,90,100,82,89.81
Qudus Megawati,37131,12B,88.64127915,88.90209926,83.22883347,87.80663264,92.37102746,88.83878823,82.5090769,100,91.56307207,90.79065339,84.74255093,91.53571355,89.41111382,80.78956568,84.88090554,94.20681283,88.76363281,86,89,79,84,93,78,80,96,93,86,83,91,82,77,81,94,85.75
Qomariyah Surya,84740,12B,92.92080755,85.03654632,88.71613569,82.42194275,82.76798849,88.65561443,91.51460574,89.70620276,77.86890392,82.86592484,84.58834272,81.90232948,85.14000701,87.30360335,88.21476805,91.63007006,86.32836207,97,86,92,81,82,91,93,90,75,85,90,79,88,86,88,92,87.19
Yogi Calvin,86423,12B,92.08406231,86.91110201,95.5224408,100,91.34638853,97.16550272,97.20999679,94.68847807,93.76589144,89.1141218,82.32295747,88.1720143,91.77974708,99.21838127,93.21562752,91.13613924,92.72830321,94,89,94,100,94,94,100,93,94,90,83,93,91,96,94,91,93.12
Hesti Santoso,14547,12B,88.7724937,96.51145005,100,98.54459952,96.2581694,85.84935717,91.46904969,100,98.83717337,85.53990481,92.94946829,95.04291307,89.41662859,81.6814008,93.72154113,89.28862962,92.7426737,83,90,99,94,89,77,95,100,94,83,88,94,84,77,92,91,89.38
Adi Rahayu,23812,12B,96.0807913,98.2265982,99.33162043,99.95458603,95.58005051,98.89895235,91.21288315,100,85.71862293,98.5525496,100,94.70329656,100,100,83.46050024,99.24318548,96.3102273,95,97,91,99,93,98,91,97,86,93,94,93,96,98,86,97,94
Nadia Ratnasari,26893,12B,74.08224169,87.8700666,88.42525277,76.0483889,98.08530064,89.89118786,84.21599166,95.78800596,79.48304272,82.31525366,76.96383121,97.46633481,90.12284068,91.75811777,89.96611499,91.32994763,87.11324497,75,87,85,79,93,89,84,92,78,82,75,96,87,91,86,87,85.38
Juwita Nurhadi,35225,12B,91.48614021,92.45035835,91.63376882,88.05279261,90.86262781,92.4637245,91.64849724,83.7068911,84.3708183,96.50995881,89.56078141,94.01937837,85.63515209,83.73002226,86.87776858,89.98292628,89.56197542,85,92,92,82,87,90,92,85,82,93,82,91,89,85,84,88,87.44
Galang Ramadhan,93947,12B,87.92121692,97.71658603,92.14453493,100,93.26895919,79.18416433,96.52712645,83.69916031,92.39958675,87.37349813,100,98.44490806,87.53781521,90.61013008,92.46990877,95.56398878,92.178849,83,89,91,100,90,79,93,80,95,83,96,90,87,85,90,92,88.94
Qomariyah Putri,89969,12B,98.03302596,92.7627919,94.2994732,97.86485742,100,100,94.02019177,100,95.9523422,100,100,96.09313454,100,94.16029974,97.32594756,98.03507783,97.40919638,92,84,86,96,96,96,90,97,89,98,93,91,100,92,96,100,93.5
Putri Prasetyo,85337,12B,88.55510404,100,87.99055696,92.45778003,79.87308799,91.68350515,95.2337953,86.88553563,76.97241163,89.33026349,89.60944159,93.14389759,99.57803752,87.62325409,85.24208172,83.68893333,89.24173038,92,99,84,95,80,92,97,89,77,92,91,92,99,89,84,85,89.81
Endang Hidayat,33267,12B,92.38550071,93.79187892,88.66683066,95.28852136,93.72202801,91.61126608,86.88303403,88.98578605,79.24633114,92.57404295,91.52681407,92.33750258,93.91670271,93.32421506,90.84319173,91.63844784,91.04638087,91,96,88,91,97,94,88,89,83,95,95,94,94,93,88,93,91.81
Gina Kurniawan,55917,12B,86.01790047,90.12087932,93.29183782,89.36021467,97.34023653,89.74632214,94.1210096,93.62231083,96.77087052,97.54343842,96.5096456,82.50945154,99.01022329,100,90.62886113,94.22271711,93.17599494,85,85,95,84,95,83,91,87,93,90,96,81,99,96,91,91,90.12
Oky Saputra,14179,12B,86.47888722,81.19115308,87.23946929,88.23235042,89.15879196,86.13847517,87.26591978,90.87801401,87.0819107,93.65066728,94.34134887,100,96.56144528,92.14856091,87.83172413,92.40178237,90.03753128,84,80,88,86,89,88,91,92,87,93,96,100,94,94,87,91,90
Jaya Prasetyo,80250,12B,89.40081173,85.20126648,91.68648891,80.77734185,86.54583275,90.54712422,86.32991119,86.73405991,87.07890262,83.58982572,93.63733659,82.67764357,89.35862856,89.83607142,83.02472242,88.1333532,87.15995757,80,88,89,79,79,92,84,87,88,85,89,79,85,90,81,88,85.19
Qori Permata,32207,12B,86.4222891,97.92566234,85.27653528,87.70096449,84.84932492,84.18195633,98.92652642,93.68432333,91.67191709,87.68756515,95.50850902,86.84933777,94.93864644,86.60789358,87.74791146,94.7618619,90.29632654,81,93,78,82,81,80,100,87,89,78,94,80,95,83,81,85,85.44
Cinta Mulyani,86444,12B,99.68729547,98.35552342,90.11978817,93.13452442,96.15265246,91.12175394,100,83.35842403,91.47446117,92.82032623,81.14844043,88.3870131,98.49460631,95.51957693,100,100,93.73589913,97,97,83,86,90,90,91,83,90,89,74,83,98,96,94,100,90.06
Yogi Panjaitan,47928,12B,87.0326554,86.43361475,85.19707905,71.59201341,77.89462594,85.37080102,87.94755205,86.31577256,80.40509866,89.55445492,92.27964365,89.5573715,89.81542015,82.07129451,90.24709412,85.5962167,85.45691927,87,82,82,65,82,87,85,90,79,85,92,88,89,75,85,87,83.75
Ulil Gunardi,92153,12B,93.22262601,92.49200758,90.05741284,86.364836,90.25416505,95.59865646,88.45746934,95.13158468,94.35020172,89.17016139,97.60884889,88.88711501,98.21258268,92.83548328,90.58551878,86.22584147,91.84090695,89,86,86,82,89,91,87,90,90,84,92,90,93,89,91,85,88.38
Faisal Kartini,74830,12B,86.05809477,85.48059836,80.207914,85.41131881,82.48038002,89.42935477,93.0307983,80.36481754,95.06093457,85.85664075,81.624289,90.28816983,84.26712353,86.09071255,84.4780047,82.41570627,85.78405361,82,83,79,83,81,86,89,79,92,83,80,84,86,82,82,79,83.12
Kiki Hakim,92494,12B,99.59521831,94.54372613,88.79197418,98.73053377,89.94732139,90.20893228,100,89.99353365,84.39300886,99.08954057,94.455916,94.88695754,94.40273118,97.13358284,92.21163694,100,94.27403835,100,92,89,100,92,89,99,89,83,100,96,97,94,94,94,100,94.25
Fanny Mulyani,11572,12B,75.00291307,84.60844006,85.5946705,78.58580667,77.26539325,87.46993655,77.42976171,79.35074577,86.82061029,82.55777164,73.39834714,91.1193612,79.73401168,80.37027903,83.66298674,85.50944946,81.7800303,79,90,96,83,79,88,84,88,89,91,87,100,82,89,92,91,88
Erlangga Iskandar,22806,12B,97.01091222,78.90505002,91.33515181,90.92043923,86.51956621,91.14175924,91.87676085,80.29557684,95.95422329,79.4115795,81.52880936,85.8964524,96.83009333,85.66410761,87.04572131,94.36578378,88.41887419,93,77,91,83,85,88,89,79,98,77,74,82,96,85,86,90,85.81
Oki Hariyadi,12380,12B,90.38446866,85.99387581,89.7998852,98.74001854,92.24038436,100,95.57573401,88.66201469,92.1414409,87.61996878,88.54389422,100,96.97918193,96.19154932,88.7701578,99.73397971,93.21103462,87,86,84,95,88,100,93,82,86,90,89,100,94,98,82,99,90.81
Erlangga Utami,82777,12B,100,100,100,90.43217371,92.2784227,92.80868107,93.10791693,99.44488197,94.99360289,100,100,97.79531218,100,100,95.57408735,87.78154343,96.51353889,98,96,94,87,85,88,94,91,94,100,99,96,96,95,86,85,92.75
Naila Anggraini,14312,12B,88.58140677,86.44813804,90.70377682,90.11739013,89.98633699,92.2896724,83.60863896,91.72805008,87.47316793,90.67115969,94.45829792,83.54924983,88.26478043,89.07857752,87.09990384,94.17039618,89.26430897,85,87,84,89,82,89,82,88,92,86,90,81,83,82,81,93,85.88
